X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,X_20,X_21,X_22,X_23,X_24,X_25,X_26,X_27,X_28,X_29,X_30,X_31,X_32,X_33,X_34,X_35,X_36,X_37,X_38,X_39,X_40,X_41,X_42,X_43,X_44,X_45,X_46,X_47,X_48,X_49,X_50,X_51,X_52,X_53,X_54,X_55,X_56,X_57,X_58,X_59,X_60,X_61,X_62,X_63
0.0,0.0,0.0,0.0,0.12576970105978352,0.0,6.952290221453773e-85,0.0,0.010774202170068406,0.8919625532103036,0.0,0.0,0.0,0.0,0.0,0.0,0.0676857445727413,0.0,0.0,0.0,0.0,0.0,0.0,0.2508176432969902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27645090624407975,1.9693987047786925e-48,0.0,0.10821557273562996,0.0,0.0,0.0,0.0,0.0008469543113546198,0.0,0.0,1.8759760090547109e-66,0.0,0.0,0.0,0.0,0.18122202197521728,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.17130475773584125,0.0,1.7723790236047638e-76,0.0,5.3826536235853e-06,0.9337383198934204,0.0,0.0,0.0,0.0,0.0,0.0,0.037228168046124326,0.0,0.0,0.0,0.0,0.0,0.0,0.19882480113915227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13354047277755202,3.0877277942756353e-44,0.0,0.19356927159466275,0.0,0.0,0.0,0.0,7.091296663110439e-07,0.0,0.0,7.532522272582791e-59,0.0,0.0,0.0,0.0,0.05067613926462092,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.13545588901737007,0.0,1.3836512507432432e-71,0.0,0.06473491352206702,0.7943888465087039,0.0,0.0,0.0,0.0,0.0,0.0,0.1902851978773389,0.0,0.0,0.0,0.0,0.0,0.0,0.39113949793311376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2326306673124581,8.95407506207461e-38,0.0,0.2443389256455451,0.0,0.0,0.0,0.0,0.04258178711607604,0.0,0.0,4.486549408606422e-59,0.0,0.0,0.0,0.0,0.20390474176911924,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.14015997136712316,0.0,2.66075865776648e-57,0.0,0.1469333129468854,0.6786810830757273,0.0,0.0,0.0,0.0,0.0,0.0,0.2007318502078544,0.0,0.0,0.0,0.0,0.0,0.0,0.26050427662823605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3635663022283825,1.1932984571969423e-23,0.0,0.365673018063912,0.0,0.0,0.0,0.0,0.1739060049235094,0.0,0.0,3.155836764335758e-46,0.0,0.0,0.0,0.0,0.3063682536002438,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.17792368083090188,0.0,2.0891896699881105e-43,0.0,0.22707205814399473,0.5299169676967951,0.0,0.0,0.0,0.0,0.0,0.0,0.2506895116708995,0.0,0.0,0.0,0.0,0.0,0.0,0.3916039677129447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4212388157347483,1.1653188405973734e-11,0.0,0.4009589648070548,0.0,0.0,0.0,0.0,0.24014690268078792,0.0,0.0,2.290173883087825e-27,0.0,0.0,0.0,0.0,0.15456321217747274,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.1588434586142684,0.0,4.2474620925531573e-73,0.0,8.556911163421632e-06,0.9111954762838951,0.0,0.0,0.0,0.0,0.0,0.0,0.2354015683999307,0.0,0.0,0.0,0.0,0.0,0.0,0.24179882668861577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07167587525563845,1.0914520057237684e-43,0.0,0.09413264949849996,0.0,0.0,0.0,0.0,5.801802978133919e-05,0.0,0.0,1.445364202665119e-61,0.0,0.0,0.0,0.0,0.12888986937499228,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.161487992306707,0.0,4.0490489946463844e-75,0.0,2.569772992179899e-07,0.9307532388759467,0.0,0.0,0.0,0.0,0.0,0.0,0.1986788754316316,0.0,0.0,0.0,0.0,0.0,0.0,0.2174449699498391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08608814287051578,4.215539321604476e-43,0.0,0.08881020590390343,0.0,0.0,0.0,0.0,0.0001261283072476922,0.0,0.0,1.310793537014035e-60,0.0,0.0,0.0,0.0,0.07460555769790561,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0993081450680634,0.0,5.557508561032559e-88,0.0,1.1679059782884329e-06,0.783489494239827,0.0,0.0,0.0,0.0,0.0,0.0,0.3901739493685806,0.0,0.0,0.0,0.0,0.0,0.0,0.4476158805731977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07117660759376357,1.6293064382880237e-50,0.0,0.12391788181160576,0.0,0.0,0.0,0.0,0.055618264844904,0.0,0.0,1.3711687709495542e-74,0.0,0.0,0.0,0.0,0.013087213026923502,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.24768069964383876,0.0,8.726887930041339e-56,0.0,1.581012985719346e-12,0.9421542039654693,0.0,0.0,0.0,0.0,0.0,0.0,0.11740012800452582,0.0,0.0,0.0,0.0,0.0,0.0,0.19061917573258544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014359011789186494,9.125282971205425e-28,0.0,0.025980772358096357,0.0,0.0,0.0,0.0,4.7268934182956354e-08,0.0,0.0,8.08966351782214e-37,0.0,0.0,0.0,0.0,0.0002915643912658336,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.2031190076976443,0.0,9.664233387582236e-60,0.0,3.8686835366717294e-07,0.9078271496514195,0.0,0.0,0.0,0.0,0.0,0.0,0.06451376602579048,0.0,0.0,0.0,0.0,0.0,0.0,0.29564739665121575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05640218242423608,4.108143913622995e-33,0.0,0.19692571541276024,0.0,0.0,0.0,0.0,2.1280141742688992e-06,0.0,0.0,5.264331907100761e-42,0.0,0.0,0.0,0.0,0.03259113892623321,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.34213753187449336,0.0,7.818499027392038e-23,0.0,5.114000535216704e-13,0.8976290052260366,0.0,0.0,0.0,0.0,0.0,0.0,0.058770969765339895,0.0,0.0,0.0,0.0,0.0,0.0,0.220308549063791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006096863193290024,0.15841006959311757,0.0,0.009125321398414751,0.0,0.0,0.0,0.0,3.463942377518458e-05,0.0,0.0,1.7917460618690433e-08,0.0,0.0,0.0,0.0,1.4785933535219985e-06,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.17225322774023252,0.0,9.78175680632899e-72,0.0,0.0015092529286136857,0.9136222180952364,0.0,0.0,0.0,0.0,0.0,0.0,0.04811219030802162,0.0,0.0,0.0,0.0,0.0,0.0,0.15991517341808617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20119066560145152,7.593956119359307e-41,0.0,0.13413837196929818,0.0,0.0,0.0,0.0,0.00010415888470482566,0.0,0.0,2.085501985709494e-54,0.0,0.0,0.0,0.0,0.2219516774819134,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.2738276043322459,0.0,1.0796433440704782e-49,0.0,1.6280646433200262e-13,0.9504596868773705,0.0,0.0,0.0,0.0,0.0,0.0,0.005832124451146341,0.0,0.0,0.0,0.0,0.0,0.0,0.09160982808404074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020082552251800005,2.3219476602901283e-24,0.0,0.1132039892502513,0.0,0.0,0.0,0.0,4.187037248656371e-13,0.0,0.0,4.483271563382374e-32,0.0,0.0,0.0,0.0,1.9034575987850532e-05,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.39178849129467636,0.0,5.462063552511839e-28,0.0,1.1846003034819959e-14,0.9157305596748793,0.0,0.0,0.0,0.0,0.0,0.0,0.001155138423552406,0.0,0.0,0.0,0.0,0.0,0.0,0.08808418245761525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005724101935180156,0.002254044138041658,0.0,0.011887664175281153,0.0,0.0,0.0,0.0,3.935529481534019e-10,0.0,0.0,1.2165256069250272e-09,0.0,0.0,0.0,0.0,2.254973457069192e-06,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.12176456562366794,0.0,1.230717484802444e-75,0.0,0.021454676574197543,0.7635728919865219,0.0,0.0,0.0,0.0,0.0,0.0,0.4148718694937779,0.0,0.0,0.0,0.0,0.0,0.0,0.344736223555281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17075572047700496,2.4322830616149677e-40,0.0,0.27753612061995825,0.0,0.0,0.0,0.0,0.044252703864684266,0.0,0.0,1.99519321972961e-61,0.0,0.0,0.0,0.0,0.0506525219783152,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.16466325618632724,0.0,4.884259326004886e-47,0.0,0.2162199014897557,0.6653359772149465,0.0,0.0,0.0,0.0,0.0,0.0,0.28414939482026763,0.0,0.0,0.0,0.0,0.0,0.0,0.2697544723805566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3146484097854125,1.950425264433894e-15,0.0,0.2517991002448301,0.0,0.0,0.0,0.0,0.22350852595591436,0.0,0.0,4.8150971664114677e-32,0.0,0.0,0.0,0.0,0.342917161862295,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.2765426337640553,0.0,2.7386043699218458e-50,0.0,9.62750053382597e-16,0.950046827698969,0.0,0.0,0.0,0.0,0.0,0.0,0.03687277614933244,0.0,0.0,0.0,0.0,0.0,0.0,0.13874220621951885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015281158208587069,1.6126763318338104e-23,0.0,0.009627103800374064,0.0,0.0,0.0,0.0,6.496868472369181e-11,0.0,0.0,4.7231792516448336e-30,0.0,0.0,0.0,0.0,2.363403702149356e-05,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.3391297424281782,0.0,9.99568253367732e-37,0.0,6.357585851583074e-15,0.9315434708621383,0.0,0.0,0.0,0.0,0.0,0.0,0.00637678066293462,0.0,0.0,0.0,0.0,0.0,0.0,0.12811851336799596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008612336954296166,9.277818547639913e-11,0.0,0.026241006355415757,0.0,0.0,0.0,0.0,8.201178818029299e-11,0.0,0.0,2.0633151642769715e-16,0.0,0.0,0.0,0.0,1.1537349834317864e-05,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.5689905157154118,0.0,0.06561603941371308,0.0,0.44964216374053506,1.2860920810999786e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.005613445649574444,0.0,0.0,0.0,0.0,0.0,0.0,0.15825314443019556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42653711300042224,0.2017031427909016,0.0,1.8777523794240505e-08,0.0,0.0,0.0,0.0,0.4045583143950329,0.0,0.0,0.24167165362445825,0.0,0.0,0.0,0.0,2.002823036424108e-12,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.11785130762439736,0.0,5.08928921237396e-69,0.0,0.26047636666251683,0.7616046009775468,0.0,0.0,0.0,0.0,0.0,0.0,0.24822667884060381,0.0,0.0,0.0,0.0,0.0,0.0,0.24461195515012485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307496258080342,7.713830046657047e-34,0.0,0.1739482856421709,0.0,0.0,0.0,0.0,0.0698160762187361,0.0,0.0,2.3240363790194004e-53,0.0,0.0,0.0,0.0,0.295099697510688,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.14376202918067443,0.0,3.319742212576253e-68,0.0,9.131844555138784e-05,0.6768504552406351,0.0,0.0,0.0,0.0,0.0,0.0,0.4834797957858496,0.0,0.0,0.0,0.0,0.0,0.0,0.5111015816413154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06866337510064238,2.5723091493343635e-35,0.0,0.14202478720426204,0.0,0.0,0.0,0.0,0.03625488423833628,0.0,0.0,9.217959801040488e-56,0.0,0.0,0.0,0.0,0.005317545128916299,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.13381938972523044,0.0,2.6214758939378895e-82,0.0,3.425381491332965e-08,0.8348325260720376,0.0,0.0,0.0,0.0,0.0,0.0,0.2884365852412997,0.0,0.0,0.0,0.0,0.0,0.0,0.4258725782947028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0693257079296287,1.741931973998908e-46,0.0,0.1254964120469006,0.0,0.0,0.0,0.0,0.0029107141629161515,0.0,0.0,1.0047608957902514e-68,0.0,0.0,0.0,0.0,0.0044757371660300365,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.1666377997299209,0.0,2.2649763701243685e-47,0.0,0.16835606118309085,0.6311210987351521,0.0,0.0,0.0,0.0,0.0,0.0,0.20200021918459987,0.0,0.0,0.0,0.0,0.0,0.0,0.2483362684536523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4587670321838116,5.09992835301469e-16,0.0,0.2839645985723015,0.0,0.0,0.0,0.0,0.20164473349489603,0.0,0.0,9.630701335611905e-35,0.0,0.0,0.0,0.0,0.33366984686664575,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.155436789616133,0.0,8.284424775888829e-71,0.0,8.962303380344092e-07,0.7421591549337144,0.0,0.0,0.0,0.0,0.0,0.0,0.36953923494437335,0.0,0.0,0.0,0.0,0.0,0.0,0.5219245700703139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05166773008964584,2.631707346269013e-36,0.0,0.11454752885255373,0.0,0.0,0.0,0.0,0.01670371588709527,0.0,0.0,1.005975187524482e-55,0.0,0.0,0.0,0.0,0.00223279006332565,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.1575822837681859,0.0,3.7360409448301e-75,0.0,1.0344242366859973e-05,0.9237354917676461,0.0,0.0,0.0,0.0,0.0,0.0,0.09953321157485043,0.0,0.0,0.0,0.0,0.0,0.0,0.23919952249120482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1682529370618327,2.781459263352078e-41,0.0,0.14912340607240757,0.0,0.0,0.0,0.0,0.0001552352709644225,0.0,0.0,6.182843610514971e-57,0.0,0.0,0.0,0.0,0.06488781126838657,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.33113050025569135,0.0,1.98419546386693e-41,0.0,5.148552058955883e-16,0.9344670573984818,0.0,0.0,0.0,0.0,0.0,0.0,0.006270495640727286,0.0,0.0,0.0,0.0,0.0,0.0,0.12990195824847509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013106728886563819,9.268530775307618e-15,0.0,0.0061875861437782126,0.0,0.0,0.0,0.0,2.695274052518172e-11,0.0,0.0,1.9070232545674842e-20,0.0,0.0,0.0,0.0,8.225276071967279e-07,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.34773539826199795,0.0,9.168064266219692e-38,0.0,2.873244731264485e-15,0.9317759791355773,0.0,0.0,0.0,0.0,0.0,0.0,0.0014704623719653132,0.0,0.0,0.0,0.0,0.0,0.0,0.10217834106747258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014681958822481375,1.1308284908215565e-11,0.0,0.014679303091803852,0.0,0.0,0.0,0.0,3.877591794690087e-11,0.0,0.0,4.416618814081496e-17,0.0,0.0,0.0,0.0,2.1194182837024863e-06,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.19311178264436932,0.0,4.862555310043094e-69,0.0,8.108221013115206e-06,0.8693434055952765,0.0,0.0,0.0,0.0,0.0,0.0,0.08997795575068038,0.0,0.0,0.0,0.0,0.0,0.0,0.41543308639022486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09658324922249127,2.64734414132663e-38,0.0,0.10390754145126832,0.0,0.0,0.0,0.0,0.0003313345161805726,0.0,0.0,5.929285919415903e-51,0.0,0.0,0.0,0.0,0.07838360615597736,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.33769650905011844,0.0,1.1814194085894773e-36,0.0,3.4743175028476364e-16,0.926220230777615,0.0,0.0,0.0,0.0,0.0,0.0,0.09143970551340481,0.0,0.0,0.0,0.0,0.0,0.0,0.1402811420066542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002959684920181216,2.7514561950596758e-11,0.0,0.005326686660485986,0.0,0.0,0.0,0.0,1.1878129838498195e-07,0.0,0.0,3.4306341813703076e-17,0.0,0.0,0.0,0.0,9.674434775221203e-07,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.20685077777857874,0.0,1.938899788217863e-63,0.0,4.462126083473341e-09,0.9443440650942344,0.0,0.0,0.0,0.0,0.0,0.0,0.026747786642945283,0.0,0.0,0.0,0.0,0.0,0.0,0.11896262471218254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061117978318003335,8.60517642241708e-37,0.0,0.19091859284189772,0.0,0.0,0.0,0.0,1.200880926126616e-08,0.0,0.0,1.1763722340416537e-48,0.0,0.0,0.0,0.0,0.10185369860037005,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.23948797335634744,0.0,9.331571694986879e-58,0.0,1.3369840052364621e-11,0.9543554938923386,0.0,0.0,0.0,0.0,0.0,0.0,0.0009794849257399516,0.0,0.0,0.0,0.0,0.0,0.0,0.1406684329129087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06714546493997302,1.5549139161334508e-28,0.0,0.08670375267979298,0.0,0.0,0.0,0.0,2.262488920983031e-12,0.0,0.0,2.6181255695863573e-33,0.0,0.0,0.0,0.0,0.006039892012498158,0.0,0.0,0.0
